EmployeeID,First_Name,Surname,StreetAddress,City,StateFull,ZipCode,Country,CountryFull,Age,Office,Start_Date,Termination_Date,Office_Type,Department,Currency,Bonus_pct,Job_title,DOB,level,Active Status,Job_Profile,Compensation,start_year,termination_year,tenure_months,tenure_years,State_code,Salary(USD)
103666,Jacqueline,Boling,4691 Parrish Avenue,San Francisco,California,94108,US,United States,63.0,SanJose,2018-03-05,,Corporate,Sales,USD,0.1,"Associate, Sales",1960-07-21,Associate,1,JP_1040,75000.0,2018,0,64.55621814961575,5.305990532845129,CA,71000.0
103667,Ernesto,Falzone,3445 Burnside Court,Phoenix,Arizona,85003,US,United States,40.0,SanJose,2018-03-05,,Corporate,Customer Service,USD,0.15,Account Manager,1983-03-05,Individual Contributor,1,JP_1020,70000.0,2018,0,64.55621814961575,5.305990532845129,AZ,52000.0
103668,Gail,Houston,3856 Powder House Road,West Palm Beach,Florida,33410,US,United States,27.0,SanJose,2018-03-05,2022-01-14 00:00:00.000000,Corporate,Sales,USD,0.2,Sales Manager,1996-02-19,Manager,0,JP_1037,120000.0,2018,2022,47.03333333333333,3.8657534246575342,FL,70000.0
103669,Sasha,Johnson,2586 Broaddus Avenue,Paducah,Kentucky,42003,US,United States,52.0,SanJose,2018-03-05,,Corporate,Customer Service,USD,0.15,Account Manager,1971-04-29,Individual Contributor,1,JP_1020,70000.0,2018,0,64.55621814961575,5.305990532845129,KY,53000.0
103670,Teri,Louder,1503 Stutler Lane,Somerset,Pennsylvania,15501,US,United States,42.0,SanJose,2018-03-05,,Corporate,Sales,USD,0.15,Account Executive,1981-02-05,Individual Contributor,1,JP_1034,85000.0,2018,0,64.55621814961575,5.305990532845129,PA,77000.0
103671,Kenneth,Inglis,4336 Haul Road,San Bruno,California,94066,US,United States,42.0,SanJose,2018-03-05,,Corporate,Sales,USD,0.2,Sales Manager,1981-07-27,Manager,1,JP_1037,120000.0,2018,0,64.55621814961575,5.305990532845129,CA,73000.0
103672,Christopher,Johnson,2370 Cross Street,Saginaw,Michigan,48607,US,United States,57.0,SanJose,2018-03-05,2018-05-14 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1966-05-04,Individual Contributor,0,JP_1020,70000.0,2018,2018,2.3333333333333335,0.1917808219178082,MI,57000.0
103673,Leslie,Waggener,680 Marion Street,Shelburne,Vermont,05482,US,United States,46.0,SanJose,2018-03-05,2018-05-31 00:00:00.000000,Corporate,Customer Service,USD,0.15,CS Operations Specialist,1977-07-17,Individual Contributor,0,JP_1025,80000.0,2018,2018,2.9,0.23835616438356164,VT,54000.0
103674,John,Bennett,4130 Lee Avenue,Camden,New Jersey,08102,US,United States,41.0,SanJose,2018-03-05,,Corporate,Customer Service,USD,0.15,Account Manager,1982-05-22,Individual Contributor,1,JP_1020,70000.0,2018,0,64.55621814961575,5.305990532845129,NJ,59000.0
103675,Quinn,Gowins,264 Wayback Lane,New York,New York,10005,US,United States,44.0,SanJose,2018-03-05,,Corporate,Customer Service,USD,0.15,Account Manager,1979-06-13,Individual Contributor,1,JP_1020,70000.0,2018,0,64.55621814961575,5.305990532845129,NY,54000.0
103676,Leon,Miller,2827 Woodbridge Lane,Detroit,Michigan,48219,US,United States,27.0,SanJose,2018-03-05,,Corporate,Customer Service,USD,0.15,Account Manager,1996-05-16,Individual Contributor,1,JP_1020,70000.0,2018,0,64.55621814961575,5.305990532845129,MI,51000.0
103677,Mary,Chapman,2986 Redbud Drive,New York,New York,10011,US,United States,32.0,SanJose,2018-03-05,,Corporate,Customer Service,USD,0.2,"Director, Customer Service",1991-06-08,Director,1,JP_1026,160000.0,2018,0,64.55621814961575,5.305990532845129,NY,52000.0
103678,David,Garcia,934 Counts Lane,New Britain,Connecticut,06051,US,United States,37.0,SanJose,2018-03-05,2020-11-14 00:00:00.000000,Corporate,Technology,USD,0.15,IT,1986-04-17,Individual Contributor,0,JP_1042,80000.0,2018,2020,32.833333333333336,2.6986301369863015,CT,55000.0
103679,Joseph,Wingfield,2771 Ottis Street,Holdenville,Oklahoma,74848,US,United States,35.0,Boulder,2018-03-05,2021-04-22 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1988-09-17,Individual Contributor,0,JP_1043,110000.0,2018,2021,38.13333333333333,3.1342465753424658,OK,92000.0
103680,Matthew,Hensel,3787 Clifford Street,Concord,California,94520,US,United States,48.0,Boulder,2018-03-05,,Technology,Technology,USD,0.15,Software Engineer,1975-05-26,Individual Contributor,1,JP_1043,110000.0,2018,0,64.55621814961575,5.305990532845129,CA,100000.0
103681,Randy,Welsh,3052 Joes Road,Glens Falls,New York,12801,US,United States,62.0,Boulder,2018-03-05,2022-03-14 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1961-11-22,Director,0,JP_1045,200000.0,2018,2022,49.0,4.027397260273973,NY,94000.0
103682,Michael,Robinson,877 Brooklyn Street,Boise,Oregon,83702,US,United States,51.0,NYC,2018-03-05,,Corporate,Corporate,USD,0.15,HR Analyst,1973-01-04,Individual Contributor,1,JP_1017,65000.0,2018,0,64.55621814961575,5.305990532845129,OR,60000.0
103683,Joyce,Kirby,628 Washington Avenue,Jackson,Mississippi,39213,US,United States,51.0,NYC,2018-03-05,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1972-02-15,Associate,1,JP_1024,,2018,0,64.55621814961575,5.305990532845129,MS,60000.0
103684,Benjamin,Gambrell,644 Ingram Street,Dayton,Ohio,45402,US,United States,59.0,NYC,2018-03-05,2020-05-08 00:00:00.000000,Corporate,Corporate,USD,0.15,Finance Coordinator,1964-12-22,Individual Contributor,0,JP_1009,55000.0,2018,2020,26.5,2.1780821917808217,OH,68000.0
103685,Jack,Robinson,441 Eagle Drive,Farmington Hills,Michigan,48335,US,United States,49.0,NYC,2018-03-05,2022-04-16 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1974-10-06,Individual Contributor,0,JP_1034,85000.0,2018,2022,50.1,4.117808219178082,MI,72000.0
103686,Michael,Lovejoy,2081 Frum Street,Nashville,Tennessee,37027,US,United States,57.0,NYC,2018-03-05,,Corporate,Corporate,USD,0.2,HR Manager,1966-08-03,Individual Contributor,1,JP_1002,,2018,0,64.55621814961575,5.305990532845129,TN,63000.0
103687,Jennifer,Harris,4693 Traders Alley,Helena,Missouri,64459,US,United States,44.0,SanJose,2018-03-12,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1979-03-05,Associate,1,JP_1024,,2018,0,64.32288481628241,5.286812450653349,MO,50000.0
103688,Rodney,Hernandez,884 Nuzum Court,Getzville,New York,14068,US,United States,41.0,SanJose,2018-03-12,2019-06-17 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1982-06-17,Individual Contributor,0,JP_1034,85000.0,2018,2019,15.4,1.2657534246575342,NY,73000.0
103689,James,Eshelman,4551 Thomas Street,Elgin,Illinois,60120,US,United States,30.0,SanJose,2018-03-12,,Corporate,Sales,USD,0.15,Account Executive,1993-08-19,Individual Contributor,1,JP_1034,85000.0,2018,0,64.32288481628241,5.286812450653349,IL,72000.0
103690,Regina,Johnson,1312 Ferguson Street,Boston,Massachusetts,02110,US,United States,33.0,SanJose,2018-03-12,,Corporate,Customer Service,USD,0.15,Account Manager,1990-04-18,Individual Contributor,1,JP_1020,70000.0,2018,0,64.32288481628241,5.286812450653349,MA,51000.0
103691,Dayna,Miller,3249 Hanifan Lane,Panola,Georgia,30058,US,United States,46.0,Boulder,2018-03-12,2019-10-01 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1977-10-16,Individual Contributor,0,JP_1043,110000.0,2018,2019,18.933333333333334,1.5561643835616439,GA,99000.0
103692,Steven,Jorge,4472 Harter Street,Pleasant Hill,Ohio,45359,US,United States,59.0,Boulder,2018-03-12,2021-12-22 00:00:00.000000,Technology,Corporate,USD,0.3,"VP, Corporate",1964-09-11,VP,0,JP_1015,225000.0,2018,2021,46.03333333333333,3.7835616438356166,OH,61000.0
103693,Louis,Milligan,526 Pooh Bear Lane,Piedmont,South Carolina,29673,US,United States,51.0,Boulder,2018-03-12,,Technology,Technology,USD,0.15,Software Engineer,1972-02-01,Individual Contributor,1,JP_1043,110000.0,2018,0,64.32288481628241,5.286812450653349,SC,98000.0
103694,Glenn,Howard,2743 Diamond Street,Asheville,North Carolina,28801,US,United States,48.0,NYC,2018-03-12,2021-03-03 00:00:00.000000,Corporate,Corporate,USD,0.15,HR Analyst,1975-11-10,Individual Contributor,0,JP_1017,65000.0,2018,2021,36.233333333333334,2.978082191780822,NC,69000.0
103695,Danielle,Manning,2942 Spring Street,Villa Grove,Illinois,61956,US,United States,56.0,NYC,2018-03-12,2018-09-27 00:00:00.000000,Corporate,Customer Service,USD,0.15,Associate Account Manager,1967-03-20,Associate,0,JP_1019,,2018,2018,6.633333333333334,0.5452054794520548,IL,51000.0
103696,Jordan,Clegg,2825 Conifer Drive,Seattle,Washington,98119,US,United States,38.0,SanJose,2018-03-19,2019-01-13 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1985-01-16,Individual Contributor,0,JP_1020,70000.0,2018,2019,10.0,0.821917808219178,WA,56000.0
103697,Jacqueline,Ragsdale,2294 Middleville Road,Alhambra,California,91801,US,United States,41.0,SanJose,2018-03-19,2019-08-05 00:00:00.000000,Corporate,Corporate,USD,0.15,"Manager, Corporate",1982-09-03,Individual Contributor,0,JP_1012,,2018,2019,16.8,1.3808219178082193,CA,68000.0
103698,Ronda,Gonzales,2305 Shinn Street,New York,New York,10019,US,United States,55.0,Boulder,2018-03-19,2019-12-06 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1968-08-17,Senior,0,JP_1046,140000.0,2018,2019,20.9,1.7178082191780821,NY,100000.0
103699,Jayden,Price,34 George Street,BRYNGWRAN,,0LL655XQ,GB,United Kingdom,62.0,London,2018-03-19,,Corporate,Corporate,GBP,0.15,FP&A Analyst,1961-12-25,Individual Contributor,1,JP_1005,70000.0,2018,0,64.08955148294908,5.267634368461568,,45894.95155532892
103700,Jason,Ibarra,1565 Foley Street,Miami,Florida,33132,US,United States,39.0,Boulder,2018-03-26,2018-06-14 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1984-09-22,Individual Contributor,0,JP_1043,110000.0,2018,2018,2.6666666666666665,0.2191780821917808,FL,96000.0
103701,Robert,Horton,3150 Maxwell Farm Road,Harrisonburg,Virginia,22801,US,United States,31.0,Boulder,2018-03-26,2020-05-07 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1992-10-14,Senior,0,JP_1046,140000.0,2018,2020,25.766666666666666,2.117808219178082,VA,99000.0
103702,Christina,Holley,2508 John Calvin Drive,Chicago,Illinois,60607,US,United States,42.0,NYC,2018-03-26,2020-11-23 00:00:00.000000,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,1981-06-12,Individual Contributor,0,JP_1028,70000.0,2018,2020,32.43333333333333,2.665753424657534,IL,83000.0
103703,Danielle,Tucker,30 South Crescent,LYNEMORE,,0PH265WQ,GB,United Kingdom,35.0,London,2018-03-26,,Corporate,Sales,GBP,0.15,Account Executive,1988-09-24,Individual Contributor,1,JP_1034,85000.0,2018,0,63.85621814961574,5.2484562862697866,,28046.91483936767
103704,Usha,Depalma,1848 Taylor Street,White Plains,New York,10601,US,United States,62.0,SanJose,2018-03-26,2023-04-05 00:00:00.000000,Corporate,Sales,USD,0.1,"Associate, Sales",1961-02-26,Associate,0,JP_1040,75000.0,2018,2023,61.2,5.03013698630137,NY,79000.0
103705,Marc,Smith,3492 Oakway Lane,Los Angeles,California,90017,US,United States,28.0,SanJose,2018-04-02,2021-01-13 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1995-02-03,Individual Contributor,0,JP_1034,85000.0,2018,2021,33.9,2.786301369863014,CA,75000.0
103706,Mary,Green,3856 Rogers Street,Cincinnati,Ohio,45202,US,United States,44.0,SanJose,2018-04-02,2019-02-22 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1979-02-27,Individual Contributor,0,JP_1034,85000.0,2018,2019,10.866666666666667,0.8931506849315068,OH,77000.0
103707,John,Ramos,1812 Bailey Drive,Cedar Rapids,Iowa,52404,US,United States,27.0,Boulder,2018-04-02,,Technology,Technology,USD,0.15,Software Engineer,1996-06-27,Individual Contributor,1,JP_1043,110000.0,2018,0,63.62288481628241,5.229278204078006,IA,92000.0
103708,Tracy,Haughton,4552 Smith Street,Hyannis,Massachusetts,02601,US,United States,56.0,NYC,2018-04-02,,Corporate,Customer Service,USD,0.15,Associate Account Manager,1967-07-01,Manager,1,JP_1018,,2018,0,63.62288481628241,5.229278204078006,MA,58000.0
103709,Dawne,Aldrich,1742 Hilltop Drive,Amarillo,Texas,79106,US,United States,38.0,NYC,2018-04-02,2021-06-14 00:00:00.000000,Corporate,Customer Service,USD,0.15,CS Operations Specialist,1985-09-22,Individual Contributor,0,JP_1025,80000.0,2018,2021,38.96666666666667,3.202739726027397,TX,53000.0
103710,James,Howell,3263 Conaway Street,Bloomington,Indiana,47408,US,United States,32.0,NYC,2018-04-02,2018-06-18 00:00:00.000000,Corporate,Marketing,USD,0.15,Copy Writer,1991-08-28,Individual Contributor,0,JP_1029,85000.0,2018,2018,2.566666666666667,0.21095890410958903,IN,85000.0
103711,Dallas,Wong,915 River Road,Colorado Springs,Colorado,80906,US,United States,27.0,NYC,2018-04-02,,Corporate,Customer Service,USD,0.15,Senior Account Manager,1996-03-15,Senior,1,JP_1022,100000.0,2018,0,63.62288481628241,5.229278204078006,CO,51000.0
103712,Song,Tuan,,,,0,HK,Hong Kong,34.0,HongKong,2018-04-02,,Technology,Technology,HKD,0.2,"Director, Engineering",1989-10-28,Director,1,JP_1045,200000.0,2018,0,63.62288481628241,5.229278204078006,,37039.87534166092
103713,Sienna,Sharpe,54 Academy Street,BENTHALL,,0NE674YP,GB,United Kingdom,49.0,London,2018-04-02,,Corporate,Marketing,GBP,0.2,"Manager, Marketing",1974-12-03,Manager,1,JP_1032,130000.0,2018,0,63.62288481628241,5.229278204078006,,49719.53085160632
103714,Vincent,Edwards,75 Roane Avenue,Silver Spring,Maryland,20904,US,United States,36.0,Boulder,2018-04-09,2020-05-27 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1987-06-23,Senior,0,JP_1046,140000.0,2018,2020,25.966666666666665,2.1342465753424658,MD,95000.0
103715,Janetta,Ramer,4480 Emily Renzelli Boulevard,Salinas,California,93908,US,United States,28.0,Boulder,2018-04-09,,Technology,Technology,USD,0.3,"VP, Technology",1995-08-09,VP,1,JP_1047,325000.0,2018,0,63.389551482949074,5.210100121886225,CA,94000.0
103716,Joseph,Morgan,1042 Tenmile Road,Reading,Massachusetts,01867,US,United States,41.0,Boulder,2018-04-09,2023-05-29 00:00:00.000000,Technology,Marketing,USD,0.15,Graphic Designer,1982-11-08,Individual Contributor,0,JP_1027,75000.0,2018,2023,62.53333333333333,5.13972602739726,MA,78000.0
103717,Geneva,Carrasquillo,4009 Filbert Street,Newark,Pennsylvania,19714,US,United States,44.0,NYC,2018-04-09,,Corporate,Sales,USD,0.2,Regional Sales Manager,1979-01-05,Manager,1,JP_1036,140000.0,2018,0,63.389551482949074,5.210100121886225,PA,72000.0
103718,Carole,Saldana,1180 Oliver Street,Azle,Texas,76020,US,United States,64.0,NYC,2018-04-09,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1959-03-14,Associate,1,JP_1024,,2018,0,63.389551482949074,5.210100121886225,TX,52000.0
103719,Barbara,Larsen,1204 Yorkshire Circle,Greenville,North Carolina,27834,US,United States,29.0,NYC,2018-04-09,,Corporate,Customer Service,USD,0.15,Account Manager,1994-06-30,Individual Contributor,1,JP_1020,70000.0,2018,0,63.389551482949074,5.210100121886225,NC,54000.0
103720,Judy,Green,3283 Brown Avenue,Knoxville,Tennessee,37929,US,United States,29.0,NYC,2018-04-09,,Corporate,Sales,USD,0.15,Account Executive,1994-01-12,Individual Contributor,1,JP_1034,85000.0,2018,0,63.389551482949074,5.210100121886225,TN,75000.0
103721,David,Smith,2873 Hawks Nest Lane,Saint Louis,Missouri,63123,US,United States,48.0,NYC,2018-04-09,,Corporate,Sales,USD,0.15,Account Executive,1975-09-26,Individual Contributor,1,JP_1034,85000.0,2018,0,63.389551482949074,5.210100121886225,MO,72000.0
103722,Eileen,Drake,4027 Bungalow Road,Humboldt,Nebraska,68376,US,United States,66.0,NYC,2018-04-09,2022-10-18 00:00:00.000000,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1957-09-15,Manager,0,JP_1023,85000.0,2018,2022,55.1,4.528767123287671,NE,53000.0
103723,Timmy,Jenkin,2331 Hart Country Lane,Columbus,Georgia,31901,US,United States,54.0,NYC,2018-04-09,,Corporate,Corporate,USD,0.15,"Specialist, Training and Development",1969-03-25,Individual Contributor,1,JP_1011,70000.0,2018,0,63.389551482949074,5.210100121886225,GA,62000.0
103724,Erick,Jenkins,1611 Maxwell Street,Hartford,Connecticut,06103,US,United States,53.0,NYC,2018-04-09,2018-05-30 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1970-04-16,Individual Contributor,0,JP_1020,70000.0,2018,2018,1.7,0.13972602739726028,CT,51000.0
103725,Glenn,Clark,3291 Oak Avenue,Wood Dale,Illinois,60191,US,United States,49.0,NYC,2018-04-09,2023-06-23 16:28:36.762626,Corporate,Sales,USD,0.15,Account Executive,1974-07-10,Individual Contributor,0,JP_1034,85000.0,2018,2023,63.38955122014892,5.210100100286212,IL,79000.0
103726,Patricia,Burns,1915 Shady Pines Drive,Madisonville,Kentucky,42431,US,United States,32.0,NYC,2018-04-09,2023-03-25 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1991-06-20,Individual Contributor,0,JP_1020,70000.0,2018,2023,60.36666666666667,4.961643835616439,KY,52000.0
103727,Connie,Depp,2005 Whaley Lane,Waukesha,Wisconsin,53186,US,United States,50.0,NYC,2018-04-09,2023-06-23 16:28:36.762626,Corporate,Corporate,USD,0.15,HR Coordinator,1973-01-05,Individual Contributor,0,JP_1007,50000.0,2018,2023,63.38955122014892,5.210100100286212,WI,61000.0
103728,Andrew,Thomson,23 Sea Road,LANGFORD,,0GL74WD,GB,United Kingdom,47.0,London,2018-04-09,,Corporate,Sales,GBP,0.15,Account Executive,1976-05-30,Individual Contributor,1,JP_1034,85000.0,2018,0,63.389551482949074,5.210100121886225,,39520.6527281999
103729,Maddison,Norton,32 Felix Lane,SHOTLEY,,0IP94BJ,GB,United Kingdom,57.0,London,2018-04-09,2021-09-03 00:00:00.000000,Corporate,Customer Service,GBP,0.15,Account Manager,1966-09-27,Individual Contributor,0,JP_1020,70000.0,2018,2021,41.43333333333333,3.4054794520547946,,39520.6527281999
103730,Joyce,Bolander,587 McKinley Avenue,Byers,Colorado,80103,US,United States,62.0,SanJose,2018-04-16,,Corporate,Customer Service,USD,0.15,Senior Account Manager,1961-06-17,Senior,1,JP_1022,100000.0,2018,0,63.15621814961574,5.190922039694445,CO,56000.0
103731,Ruth,Westendorf,1015 Davisson Street,Indianapolis,Indiana,46204,US,United States,49.0,SanJose,2018-04-16,2019-03-26 00:00:00.000000,Corporate,Sales,USD,0.1,"Associate, Sales",1974-03-04,Associate,0,JP_1040,75000.0,2018,2019,11.466666666666667,0.9424657534246575,IN,72000.0
103732,Lisa,Rodriguez,1942 Brooklyn Street,Portland,Oregon,97205,US,United States,58.0,SanJose,2018-04-16,,Corporate,Customer Service,USD,0.15,Associate Account Manager,1965-02-27,Manager,1,JP_1018,,2018,0,63.15621814961574,5.190922039694445,OR,53000.0
103733,Frank,Gonzales,119 Jody Road,Plymouth Meeting,Pennsylvania,19462,US,United States,29.0,SanJose,2018-04-16,,Corporate,Customer Service,USD,0.15,Associate Account Manager,1994-03-19,Associate,1,JP_1019,,2018,0,63.15621814961574,5.190922039694445,PA,60000.0
103734,Richard,Dougherty,287 Bungalow Road,Omaha,Nebraska,68102,US,United States,33.0,SanJose,2018-04-16,,Corporate,Corporate,USD,0.15,Counsel,1990-02-16,Individual Contributor,1,JP_1008,220000.0,2018,0,63.15621814961574,5.190922039694445,NE,69000.0
103735,Robert,Evans,4952 Oliverio Drive,Picher,Kansas,74360,US,United States,33.0,SanJose,2018-04-16,2019-09-22 00:00:00.000000,Corporate,Sales,USD,0.2,Regional Sales Manager,1990-01-02,Manager,0,JP_1036,140000.0,2018,2019,17.466666666666665,1.4356164383561645,KS,76000.0
103736,John,Jones,3913 Hillview Street,Columbia,South Carolina,29201,US,United States,53.0,SanJose,2018-04-16,2018-11-23 00:00:00.000000,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1970-07-17,Associate,0,JP_1024,,2018,2018,7.366666666666666,0.6054794520547945,SC,53000.0
103737,Daniel,Myrick,1164 Thunder Road,Moss Beach,California,94038,US,United States,28.0,SanJose,2018-04-16,2018-12-05 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1995-03-26,Individual Contributor,0,JP_1034,85000.0,2018,2018,7.766666666666667,0.6383561643835617,CA,75000.0
103738,Amanda,Hanley,1570 Young Road,Coeur D Alene,Idaho,83814,US,United States,43.0,SanJose,2018-04-16,2021-02-20 00:00:00.000000,Corporate,Sales,USD,0.2,Sales Manager,1980-03-01,Manager,0,JP_1037,120000.0,2018,2021,34.7,2.852054794520548,ID,78000.0
103739,Quinton,Delano,2168 Chandler Drive,Springfield,Missouri,65806,US,United States,29.0,Boulder,2018-04-16,2023-06-23 16:28:36.762626,Technology,Technology,USD,0.15,Software Engineer,1994-10-31,Individual Contributor,0,JP_1043,110000.0,2018,2023,63.15621788681558,5.190922018094431,MO,94000.0
103740,Felicia,Turner,2860 Arbor Court,Mountain View,Wyoming,82939,US,United States,38.0,Boulder,2018-04-16,,Technology,Technology,USD,0.15,Software Engineer,1985-01-03,Individual Contributor,1,JP_1043,110000.0,2018,0,63.15621814961574,5.190922039694445,WY,95000.0
103741,Gladys,Holcombe,1727 Bruce Street,Maryland Heights,Missouri,63043,US,United States,56.0,Boulder,2018-04-16,,Technology,Technology,USD,0.15,Software Engineer,1967-11-24,Individual Contributor,1,JP_1043,110000.0,2018,0,63.15621814961574,5.190922039694445,MO,93000.0
103742,James,Weis,969 University Drive,Chicago,Illinois,60606,US,United States,31.0,Boulder,2018-04-16,2021-10-24 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1992-01-10,Director,0,JP_1045,200000.0,2018,2021,42.9,3.526027397260274,IL,91000.0
103743,Olin,Keith,1856 Hampton Meadows,Boston,Massachusetts,02110,US,United States,37.0,Boulder,2018-04-16,,Technology,Technology,USD,0.15,Software Engineer,1986-06-29,Individual Contributor,1,JP_1043,110000.0,2018,0,63.15621814961574,5.190922039694445,MA,97000.0
103744,Robert,Schrader,3747 John Avenue,Lansing,Michigan,48912,US,United States,59.0,NYC,2018-04-16,,Corporate,Sales,USD,0.2,Regional Sales Manager,1964-09-30,Manager,1,JP_1036,140000.0,2018,0,63.15621814961574,5.190922039694445,MI,70000.0
103745,James,Ellender,2312 Mercer Street,Vesper,Wisconsin,54489,US,United States,47.0,NYC,2018-04-16,2019-06-13 00:00:00.000000,Corporate,Corporate,USD,0.2,HR Manager,1976-01-26,Individual Contributor,0,JP_1002,,2018,2019,14.1,1.158904109589041,WI,60000.0
103746,Gary,Jones,4212 Lightning Point Drive,Memphis,Tennessee,38110,US,United States,61.0,NYC,2018-04-16,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1962-06-01,Associate,1,JP_1024,,2018,0,63.15621814961574,5.190922039694445,TN,52000.0
103747,Hu,P'eng,,,,0,HK,Hong Kong,42.0,HongKong,2018-04-16,,Technology,Technology,HKD,0.15,Software Engineer,1981-08-26,Individual Contributor,1,JP_1043,110000.0,2018,0,63.15621814961574,5.190922039694445,,37295.3227578103
103748,Ralph,Bowling,2389 Walnut Street,Ridgeland,Mississippi,39157,US,United States,65.0,Boulder,2018-04-23,,Technology,Marketing,USD,0.15,Graphic Designer,1958-09-17,Individual Contributor,1,JP_1027,75000.0,2018,0,62.922884816282405,5.171743957502664,MS,84000.0
103749,Maurine,Fontenot,789 Richison Drive,Libby,Montana,59923,US,United States,50.0,NYC,2018-04-23,2019-05-03 00:00:00.000000,Corporate,Technology,USD,0.15,IT,1973-10-04,Individual Contributor,0,JP_1042,80000.0,2018,2019,12.5,1.0273972602739727,MT,49000.0
103750,Wayne,Heckstall,1834 Skips Lane,Phoenix,Arizona,85012,US,United States,53.0,NYC,2018-04-23,2023-06-16 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1970-08-11,Individual Contributor,0,JP_1034,85000.0,2018,2023,62.666666666666664,5.1506849315068495,AZ,75000.0
103751,Chi,Sun,,,,0,HK,Hong Kong,70.0,HongKong,2018-04-23,2021-10-01 00:00:00.000000,Technology,Technology,HKD,0.15,Software Engineer,1953-04-06,Individual Contributor,0,JP_1043,110000.0,2018,2021,41.9,3.4438356164383563,,36401.256801287454
103752,Xue Fang,Ko,,,,0,HK,Hong Kong,54.0,HongKong,2018-04-23,2022-08-21 00:00:00.000000,Technology,Technology,HKD,0.15,Software Engineer,1969-03-27,Individual Contributor,0,JP_1043,110000.0,2018,2022,52.7,4.331506849315068,,37295.3227578103
103753,Kim,Williams,1767 Pyramid Valley Road,Hartwick,Iowa,52232,US,United States,40.0,Boulder,2018-04-30,,Technology,Technology,USD,0.2,"Director, Engineering",1983-12-19,Director,1,JP_1045,200000.0,2018,0,62.68955148294907,5.1525658753108825,IA,96000.0
103754,Joshua,Bonnell,4 County Line Road,Tampa,Florida,33602,US,United States,37.0,Boulder,2018-04-30,2020-11-27 00:00:00.000000,Technology,Technology,USD,0.3,"VP, Technology",1986-03-15,VP,0,JP_1047,325000.0,2018,2020,31.4,2.580821917808219,FL,97000.0
103755,Leo,Borum,588 Philadelphia Avenue,Salt Lake City,Utah,84111,US,United States,52.0,Boulder,2018-04-30,2021-02-02 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1971-10-14,Senior,0,JP_1046,140000.0,2018,2021,33.63333333333333,2.7643835616438355,UT,98000.0
103756,Desmond,Morales,2023 Hampton Meadows,Bedford,Massachusetts,01730,US,United States,42.0,Boulder,2018-04-30,,Technology,Technology,USD,0.2,"Director, Engineering",1981-12-09,Director,1,JP_1045,200000.0,2018,0,62.68955148294907,5.1525658753108825,MA,98000.0
103757,Jarrett,Williams,1483 Wolf Pen Road,San Mateo,California,94403,US,United States,66.0,NYC,2018-04-30,,Corporate,Sales,USD,0.2,Sales Manager,1957-01-16,Manager,1,JP_1037,120000.0,2018,0,62.68955148294907,5.1525658753108825,CA,75000.0
103758,Annett,Shaffer,2739 Collins Street,Tampa,Florida,33610,US,United States,37.0,NYC,2018-04-30,,Corporate,Sales,USD,0.2,Sales Manager,1986-05-05,Manager,1,JP_1037,120000.0,2018,0,62.68955148294907,5.1525658753108825,FL,70000.0
103759,John,Browne,80 Boggess Street,Enon,Ohio,45323,US,United States,55.0,NYC,2018-04-30,2019-01-04 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1968-01-20,Individual Contributor,0,JP_1020,70000.0,2018,2019,8.3,0.6821917808219178,OH,57000.0
103760,Evie,Warren,1 Fore St,TRICKETT'S CROSS,,0BH225UJ,GB,United Kingdom,54.0,London,2018-04-30,2021-08-19 00:00:00.000000,Corporate,Corporate,GBP,0.15,FP&A Analyst,1969-09-26,Individual Contributor,0,JP_1005,70000.0,2018,2021,40.233333333333334,3.3068493150684932,,40795.512493625705
